0|iata_code|1|name_rus|2|name_eng|3|city_rus|4|city_eng|5|country_rus|6|latitude|7|longitude
YAN|YAN|Янгамби|Янгамби|Yangambi|Yangambi|Янгамби|Янгамби|Yangambi|Yangambi|Демократическая республика Конго|Демократическая республика Конго|0.783|0.783|24.467|24.467
YAO|YAO|||Yaounde Airport|Yaounde Airport|Яунде|Яунде|Yaounde|Yaounde|Камерун|Камерун|3.836039|3.836039|11.523461|11.523461
YAP|YAP|||Yap International|Yap International|||Yap, Caroline Islands|Yap, Caroline Islands|Микронезия|Микронезия|9.498912|9.498912|138.082496|138.082496
YAQ|YAQ|||Maple Bay|Maple Bay|||Maple Bay|Maple Bay|Канада|Канада|48.817|48.817|-123.617|-123.617
YAR|YAR|||Lagrande 3|Lagrande 3|||Lagrande 3|Lagrande 3|Канада|Канада|53.550|53.550|-76.200|-76.200
YAS|YAS|||Yasawa Island|Yasawa Island|||Yasawa Island|Yasawa Island|Фиджи|Фиджи|-16.758889|-16.758889|177.545278|177.545278
YAT|YAT|||Attawapiskat|Attawapiskat|||Attawapiskat|Attawapiskat|Канада|Канада|52.927500|52.927500|-82.431943|-82.431943
YAU|YAU|||Kattiniq/Donaldson|Kattiniq/Donaldson|||Kattiniq|Kattiniq|Канада|Канада|44.230278|44.230278|-64.856111|-64.856111
YAV|YAV|||Miners Bay|Miners Bay|||Miners Bay|Miners Bay|Канада|Канада|48.867|48.867|-123.300|-123.300
YAW|YAW|||Shearwater|Shearwater|Галифакс|Галифакс|Halifax|Halifax|Канада|Канада|44.639721|44.639721|-63.499444|-63.499444
YAX|YAX|||Angling Lake|Angling Lake|||Angling Lake|Angling Lake|Канада|Канада|53.849167|53.849167|-89.579443|-89.579443
YAY|YAY|||St Anthony|St Anthony|||St Anthony|St Anthony|Канада|Канада|51.391944|51.391944|-56.083056|-56.083056
YAZ|YAZ|||Tofino Airport|Tofino Airport|||Tofino, BC|Tofino, BC|Канада|Канада|49.082222|49.082222|-125.772500|-125.772500
YBA|YBA|Банфф|Банфф|Banff|Banff|Банфф|Банфф|Banff|Banff|Канада|Канада|51.208333|51.208333|-115.540277|-115.540277
YBB|YBB|||Kugaaruk|Kugaaruk|||Kugaaruk|Kugaaruk|Канада|Канада|68.534444|68.534444|-89.808056|-89.808056
YBC|YBC|||Baie Comeau|Baie Comeau|||Baie Comeau|Baie Comeau|Канада|Канада|49.132500|49.132500|-68.204443|-68.204443
YBD|YBD|||New Westminster|New Westminster|||New Westminster|New Westminster|Канада|Канада|49.217|49.217|-122.900|-122.900
YBE|YBE|||Uranium City|Uranium City|||Uranium City|Uranium City|Канада|Канада|59.561389|59.561389|-108.481389|-108.481389
YBF|YBF|||Bamfield|Bamfield|||Bamfield|Bamfield|Канада|Канада|48.834217|48.834217|-125.137116|-125.137116
YBG|YBG|||Bagotville|Bagotville|||Bagotville|Bagotville|Канада|Канада|48.330556|48.330556|-70.996388|-70.996388
YBH|YBH|||Bull Harbour|Bull Harbour|||Bull Harbour|Bull Harbour|Канада|Канада|50.917|50.917|-127.950|-127.950
YBI|YBI|||Black Tickle|Black Tickle|||Black Tickle|Black Tickle|Канада|Канада|53.470000|53.470000|-55.787499|-55.787499
YBJ|YBJ|||Baie Johan Beetz|Baie Johan Beetz|||Baie Johan Beetz|Baie Johan Beetz|Канада|Канада|50.500|50.500|-62.917|-62.917
YBK|YBK|||Baker Lake|Baker Lake|||Baker Lake|Baker Lake|Канада|Канада|64.298889|64.298889|-96.077777|-96.077777
YBL|YBL|Кэмпбелл Ривер|Кэмпбелл Ривер|Campbell River|Campbell River|Кэмпбелл Ривер|Кэмпбелл Ривер|Campbell River|Campbell River|Канада|Канада|49.951944|49.951944|-125.273055|-125.273055
YBM|YBM|||Bronson Creek|Bronson Creek|||Bronson Creek|Bronson Creek|Канада|Канада|56.681107|56.681107|-131.086944|-131.086944
YBN|YBN|||Borden|Borden|||Borden|Borden|Канада|Канада|44.266111|44.266111|-79.918333|-79.918333
YBO|YBO|||Bobquinn Lake|Bobquinn Lake|||Bobquinn Lake|Bobquinn Lake|Канада|Канада|56.967|56.967|-130.250|-130.250
YBP|YBP|Ибин|Ибин|Yibin|Yibin|Ибин|Ибин|Yibin|Yibin|Китай|Китай|28.800278|28.800278|104.544444|104.544444
YBQ|YBQ|||Telegraph Harbour|Telegraph Harbour|||Telegraph Harbour|Telegraph Harbour|Канада|Канада|48.983|48.983|-123.650|-123.650
YBR|YBR|Брэндон|Брэндон|Brandon|Brandon|Брэндон|Брэндон|Brandon|Brandon|Канада|Канада|49.910000|49.910000|-99.952221|-99.952221
YBS|YBS|||Musselwhite|Musselwhite|||Opapamiska Lake|Opapamiska Lake|Канада|Канада|52.70694444|52.70694444|-88.52499999|-88.52499999
YBT|YBT|||Brochet|Brochet|||Brochet|Brochet|Канада|Канада|57.889444|57.889444|-101.678888|-101.678888
YBV|YBV|||Berens River|Berens River|||Berens River|Berens River|Канада|Канада|52.358889|52.358889|-97.016666|-97.016666
YBW|YBW|||Springbank|Springbank|Калгари|Калгари|Calgary|Calgary|Канада|Канада|48.746667|48.746667|-123.227499|-123.227499
YBX|YBX|||Blanc Sablon|Blanc Sablon|||Blanc Sablon|Blanc Sablon|Канада|Канада|51.441944|51.441944|-57.186110|-57.186110
YBY|YBY|||Bonnyville|Bonnyville|||Bonnyville, AB|Bonnyville, AB|Канада|Канада|54.304722|54.304722|-110.741110|-110.741110
YCA|YCA|||Courtenay|Courtenay|||Courtenay|Courtenay|Канада|Канада|49.679444|49.679444|-124.981666|-124.981666
YCB|YCB|||Cambridge Bay|Cambridge Bay|||Cambridge Bay|Cambridge Bay|Канада|Канада|69.108056|69.108056|-105.137221|-105.137221
YCC|YCC|||Regional|Regional|||Cornwall|Cornwall|Канада|Канада|45.092777|45.092777|-74.563331|-74.563331
YCD|YCD|||Nanaimo Arpt|Nanaimo Arpt|Нанаимо|Нанаимо|Nanaimo|Nanaimo|Канада|Канада|49.167|49.167|-123.933|-123.933
YCE|YCE|||Centralia|Centralia|||Centralia|Centralia|Канада|Канада|43.285833|43.285833|-81.506388|-81.506388
YCF|YCF|||Cortes Bay|Cortes Bay|||Cortes Bay|Cortes Bay|Канада|Канада|50.062|50.062|-124.931|-124.931
YCG|YCG|||Castlegar|Castlegar|||Castlegar|Castlegar|Канада|Канада|49.296111|49.296111|-117.632499|-117.632499
YCH|YCH|||Miramichi|Miramichi|||Miramichi|Miramichi|Канада|Канада|47.005833|47.005833|-65.456943|-65.456943
YCI|YCI|||Caribou Island|Caribou Island|||Caribou Island|Caribou Island|Канада|Канада|47.333|47.333|-85.833|-85.833
YCJ|YCJ|||Cape St James|Cape St James|||Cape St James|Cape St James|Канада|Канада|51.933|51.933|-131.017|-131.017
YCK|YCK|||Colville Lake|Colville Lake|||Colville Lake|Colville Lake|Канада|Канада|67.021111|67.021111|-126.128610|-126.128610
YCL|YCL|||Charlo|Charlo|||Charlo|Charlo|Канада|Канада|47.990833|47.990833|-66.330277|-66.330277
YCM|YCM|||St Catharines|St Catharines|||St Catharines|St Catharines|Канада|Канада|43.191666|43.191666|-79.171667|-79.171667
YCN|YCN|Кочране|Кочране|Cochrane|Cochrane|Кочране|Кочране|Cochrane|Cochrane|Канада|Канада|49.106667|49.106667|-81.015277|-81.015277
YCO|YCO|||Kugluktuk|Kugluktuk|||Kugluktuk/Coppermine|Kugluktuk/Coppermine|Канада|Канада|67.816667|67.816667|-115.143888|-115.143888
YCP|YCP|||Co-op Point|Co-op Point|||Co-op Point|Co-op Point|Канада|Канада|52.116667|52.116667|-119.283333|-119.283333
YCQ|YCQ|||Chetwynd|Chetwynd|||Chetwynd|Chetwynd|Канада|Канада|55.687222|55.687222|-121.626666|-121.626666
YCR|YCR|||Cross Lake|Cross Lake|||Cross Lake|Cross Lake|Канада|Канада|54.610833|54.610833|-97.760277|-97.760277
YCS|YCS|||Chesterfield Inlet|Chesterfield Inlet|||Chesterfield Inlet|Chesterfield Inlet|Канада|Канада|63.345833|63.345833|-90.727499|-90.727499
YCT|YCT|||Coronation|Coronation|||Coronation|Coronation|Канада|Канада|52.075001|52.075001|-111.445278|-111.445278
YCU|YCU|||Yun Cheng|Yun Cheng|||Yun Cheng|Yun Cheng|Канада|Канада|35.018|35.018|110.993|110.993
YCV|YCV|||Cartierville|Cartierville|||Cartierville|Cartierville|Канада|Канада|45.534|45.534|-73.716|-73.716
YCW|YCW|||Chilliwack Municipal Airport|Chilliwack Municipal Airport|Чиллиуок|Чиллиуок|Chilliwack|Chilliwack|Канада|Канада|49.152778|49.152778|-121.938888|-121.938888
YCX|YCX|||Gagetown|Gagetown|||Gagetown|Gagetown|Канада|Канада|45.833|45.833|-66.433|-66.433
YCY|YCY|||Clyde River|Clyde River|||Clyde River|Clyde River|Канада|Канада|70.485833|70.485833|-68.516943|-68.516943
YCZ|YCZ|||Fairmont Hot Springs|Fairmont Hot Springs|||Fairmont Hot Springs|Fairmont Hot Springs|Канада|Канада|50.330278|50.330278|-115.873332|-115.873332
YDA|YDA|||Dawson City|Dawson City|||Dawson City|Dawson City|Канада|Канада|64.042222|64.042222|-139.130277|-139.130277
YDB|YDB|||Burwash Landings|Burwash Landings|||Burwash Landings|Burwash Landings|Канада|Канада|61.371111|61.371111|-139.040555|-139.040555
YDC|YDC|||Industrial Airport|Industrial Airport|||Drayton Valley|Drayton Valley|Канада|Канада|53.265833|53.265833|-114.960277|-114.960277
YDE|YDE|||Paradise River|Paradise River|||Paradise River|Paradise River|Канада|Канада|53.417|53.417|-57.233|-57.233
YDF|YDF|||Deer Lake|Deer Lake|||Deer Lake|Deer Lake|Канада|Канада|49.209167|49.209167|-57.394443|-57.394443
YDG|YDG|||Digby|Digby|||Digby|Digby|Канада|Канада|44.545833|44.545833|-65.785832|-65.785832
YDH|YDH|||Daniels Harbour|Daniels Harbour|||Daniels Harbour|Daniels Harbour|Канада|Канада|50.233|50.233|-57.583|-57.583
YDI|YDI|||Davis Inlet|Davis Inlet|||Davis Inlet|Davis Inlet|Канада|Канада|55.897499|55.897499|-60.907776|-60.907776
YDJ|YDJ|||Hatchet Lake|Hatchet Lake|||Hatchet Lake|Hatchet Lake|Канада|Канада|58.616666666667|58.616666666667|-1.6666666666667|-1.6666666666667
YDK|YDK|||Main Duck Island|Main Duck Island|||Main Duck Island|Main Duck Island|Канада|Канада|43.933|43.933|-76.650|-76.650
YDL|YDL|||Dease Lake|Dease Lake|||Dease Lake|Dease Lake|Канада|Канада|58.422222|58.422222|-130.031388|-130.031388
YDN|YDN|||Dauphin|Dauphin|||Dauphin|Dauphin|Канада|Канада|51.101389|51.101389|-100.053332|-100.053332
YDO|YDO|||St Methode|St Methode|||Dolbeau|Dolbeau|Канада|Канада|48.778500|48.778500|-72.374999|-72.374999
YDP|YDP|||Nain|Nain|||Nain|Nain|Канада|Канада|56.550|56.550|-61.683|-61.683
YDQ|YDQ|||Dawson Creek|Dawson Creek|||Dawson Creek|Dawson Creek|Канада|Канада|55.742222|55.742222|-120.183055|-120.183055
YDR|YDR|||Broadview|Broadview|||Broadview|Broadview|Канада|Канада|50.383|50.383|-102.583|-102.583
YDS|YDS|||Desolation Sound|Desolation Sound|||Desolation Sound|Desolation Sound|Канада|Канада|50.333|50.333|-125.000|-125.000
YDT|YDT|||Boundary Bay|Boundary Bay|Ванкувер|Ванкувер|Vancouver|Vancouver|Канада|Канада|49.074167|49.074167|-123.012222|-123.012222
YDU|YDU|||Kasba Lake|Kasba Lake|||Kasba Lake|Kasba Lake|Канада|Канада|0|0|0|0
YDV|YDV|||Bloodvein|Bloodvein|||Bloodvein|Bloodvein|Канада|Канада|51.783|51.783|-96.700|-96.700
YDW|YDW|||Obre Lake|Obre Lake|||Obre Lake|Obre Lake|Канада|Канада|47.76999999|47.76999999|-69.58361111|-69.58361111
YDX|YDX|Док-Крик|Док-Крик|Doc Creek|Doc Creek|Док-Крик|Док-Крик|Doc Creek|Doc Creek|Канада|Канада|52.050|52.050|-128.083|-128.083
YEC|YEC|||Yecheon|Yecheon|||Yecheon|Yecheon|Южная Корея|Южная Корея|36.631933|36.631933|128.354850|128.354850
YED|YED|||Namao Fld|Namao Fld|Едмонтон|Едмонтон|Edmonton|Edmonton|Канада|Канада|53.669167|53.669167|-113.475555|-113.475555
YEG|YEG|||Edmonton International|Edmonton International|||Edmonton, AB|Edmonton, AB|Канада|Канада|53.310000|53.310000|-113.579443|-113.579443
YEH|YEH|||Persian Gulf International|Persian Gulf International|||Assaluyeh|Assaluyeh|Иран|Иран|27.481425|27.481425|52.615483|52.615483
YEI|YEI|||Yenisehir|Yenisehir|Бурса|Бурса|Bursa|Bursa|Турция|Турция|40.255208|40.255208|29.562569|29.562569
YEK|YEK|||Arviat|Arviat|||Arviat|Arviat|Канада|Канада|61.093889|61.093889|-94.071667|-94.071667
YEL|YEL|||Elliot Lake|Elliot Lake|||Elliot Lake|Elliot Lake|Канада|Канада|46.351389|46.351389|-82.561389|-82.561389
YEM|YEM|||East Manitoulin|East Manitoulin|||Manitowaning|Manitowaning|Канада|Канада|45.842777|45.842777|-81.858055|-81.858055
YEN|YEN|||Estevan|Estevan|||Estevan|Estevan|Канада|Канада|49.210278|49.210278|-102.965833|-102.965833
YEO|YEO|Йовилтон|Йовилтон|Yeovilton|Yeovilton|Йовилтон|Йовилтон|Yeovilton|Yeovilton|Великобритания|Великобритания|51.009358|51.009358|-2.638819|-2.638819
YEP|YEP|||Estevan Point|Estevan Point|||Estevan Point|Estevan Point|Канада|Канада|49.383|49.383|-126.550|-126.550
YEQ|YEQ|Енкис|Енкис|Yenkis|Yenkis|Енкис|Енкис|Yenkis|Yenkis|Папуа - Новая Гвинея|Папуа - Новая Гвинея|-5.000|-5.000|143.883|143.883
YER|YER|||Fort Severn|Fort Severn|||Fort Severn|Fort Severn|Канада|Канада|56.018889|56.018889|-87.676389|-87.676389
YES|YES|||Yasouj|Yasouj|||Yasouj|Yasouj|Иран|Иран|30.700478|30.700478|51.545094|51.545094
YET|YET|||Edson|Edson|||Edson|Edson|Канада|Канада|53.578889|53.578889|-116.464999|-116.464999
YEU|YEU|||Eureka|Eureka|||Eureka|Eureka|Канада|Канада|79.994722|79.994722|-85.814167|-85.814167
YEV|YEV|||Inuvik/mike Zubko|Inuvik/mike Zubko|||Inuvik|Inuvik|Канада|Канада|68.304167|68.304167|-133.482778|-133.482778
YEY|YEY|||Amos|Amos|||Amos|Amos|Канада|Канада|48.565000|48.565000|-78.249166|-78.249166
YFA|YFA|||Fort Albany|Fort Albany|||Fort Albany|Fort Albany|Канада|Канада|52.203333|52.203333|-81.695833|-81.695833
YFB|YFB|||Iqaluit|Iqaluit|||Iqaluit|Iqaluit|Канада|Канада|63.756390|63.756390|-68.555832|-68.555832
YFC|YFC|Фредериктон|Фредериктон|Fredericton|Fredericton|Фредериктон|Фредериктон|Fredericton|Fredericton|Канада|Канада|45.868889|45.868889|-66.537222|-66.537222
YFE|YFE|||Forestville|Forestville|||Forestville|Forestville|Канада|Канада|48.746111|48.746111|-69.097222|-69.097222
YFG|YFG|||Fontanges|Fontanges|||Fontanges|Fontanges|Канада|Канада|54.553611|54.553611|-71.173333|-71.173333
YFH|YFH|||Fort Hope|Fort Hope|||Fort Hope|Fort Hope|Канада|Канада|51.561382|51.561382|-87.906944|-87.906944
YFJ|YFJ|||Snare Lake|Snare Lake|||Snare Lake|Snare Lake|Канада|Канада|46.409444|46.409444|-74.780000|-74.780000
YFL|YFL|||Fort Reliance|Fort Reliance|||Fort Reliance|Fort Reliance|Канада|Канада|62.717|62.717|-109.167|-109.167
YFO|YFO|||Flin Flon|Flin Flon|||Flin Flon|Flin Flon|Канада|Канада|54.678055|54.678055|-101.681667|-101.681667
YFR|YFR|||Fort Resolution|Fort Resolution|||Fort Resolution|Fort Resolution|Канада|Канада|61.180832|61.180832|-113.689722|-113.689722
YFS|YFS|||Fort Simpson|Fort Simpson|||Fort Simpson|Fort Simpson|Канада|Канада|61.760153|61.760153|-121.236525|-121.236525
YFX|YFX|||Fox Harbour (St Lewis)|Fox Harbour (St Lewis)|||Fox Harbour (St Lewis)|Fox Harbour (St Lewis)|Канада|Канада|52.372778|52.372778|-55.673889|-55.673889
YGA|YGA|||Gagnon|Gagnon|||Gagnon|Gagnon|Канада|Канада|51.955556|51.955556|-68.139167|-68.139167
YGB|YGB|||Gillies Bay|Gillies Bay|||Gillies Bay|Gillies Bay|Канада|Канада|49.694167|49.694167|-124.517778|-124.517778
YGC|YGC|||Grande Cache|Grande Cache|||Grande Cache|Grande Cache|Канада|Канада|53.916944|53.916944|-118.874444|-118.874444
YGE|YGE|||Gorge Harbor|Gorge Harbor|||Gorge Harbor|Gorge Harbor|Канада|Канада|50.083|50.083|-124.950|-124.950
YGG|YGG|||Ganges Harbor|Ganges Harbor|||Ganges Harbor|Ganges Harbor|Канада|Канада|48.850|48.850|-123.500|-123.500
YGH|YGH|||Fort Good Hope|Fort Good Hope|||Fort Good Hope|Fort Good Hope|Канада|Канада|66.240832|66.240832|-128.650833|-128.650833
YGJ|YGJ|||Miho|Miho|Йонаго|Йонаго|Yonago|Yonago|Япония|Япония|35.492222|35.492222|133.236389|133.236389
YGK|YGK|Кингстон|Кингстон|Kingston|Kingston|Кингстоун|Кингстоун|Kingston|Kingston|Канада|Канада|44.225277|44.225277|-76.596944|-76.596944
YGL|YGL|||La Grande|La Grande|||La Grande|La Grande|Канада|Канада|53.625278|53.625278|-77.704167|-77.704167
YGM|YGM|||Gimli|Gimli|||Gimli|Gimli|Канада|Канада|50.628056|50.628056|-97.043333|-97.043333
YGN|YGN|||Greenway Sound|Greenway Sound|||Greenway Sound|Greenway Sound|Канада|Канада|50.850|50.850|-126.850|-126.850
YGO|YGO|||Gods Narrows|Gods Narrows|||Gods Narrows|Gods Narrows|Канада|Канада|54.560268|54.560268|-94.493614|-94.493614
YGQ|YGQ|||Geraldton|Geraldton|||Geraldton|Geraldton|Канада|Канада|49.778332|49.778332|-86.939445|-86.939445
YGR|YGR|||Iles De La Madeleine|Iles De La Madeleine|||Iles De La Madeleine|Iles De La Madeleine|Канада|Канада|47.424721|47.424721|-61.778056|-61.778056
YGS|YGS|||Germansen|Germansen|||Germansen|Germansen|Канада|Канада|55.767|55.767|-124.700|-124.700
YGT|YGT|||Igloolik|Igloolik|||Igloolik|Igloolik|Канада|Канада|69.364722|69.364722|-81.816389|-81.816389
YGV|YGV|||Havre St Pierre|Havre St Pierre|||Havre St Pierre|Havre St Pierre|Канада|Канада|50.281944|50.281944|-63.611389|-63.611389
YGW|YGW|||Kuujjuarapik|Kuujjuarapik|||Kuujjuarapik|Kuujjuarapik|Канада|Канада|55.281389|55.281389|-77.758056|-77.758056
YGX|YGX|||Gillam|Gillam|||Gillam|Gillam|Канада|Канада|56.358056|56.358056|-94.708056|-94.708056
YGY|YGY|||Deception|Deception|||Deception|Deception|Канада|Канада|62.117|62.117|-74.550|-74.550
YGZ|YGZ|||Grise Fiord|Grise Fiord|||Grise Fiord|Grise Fiord|Канада|Канада|76.426111|76.426111|-82.909167|-82.909167
YHA|YHA|||Port Hope Simpson|Port Hope Simpson|||Port Hope Simpson|Port Hope Simpson|Канада|Канада|52.533|52.533|-56.283|-56.283
YHB|YHB|||Hudson Bay|Hudson Bay|||Hudson Bay|Hudson Bay|Канада|Канада|52.816666|52.816666|-102.311390|-102.311390
YHC|YHC|Хакаи-Пасс|Хакаи-Пасс|Hakai Pass|Hakai Pass|Хакаи-Пасс|Хакаи-Пасс|Hakai Pass|Hakai Pass|Канада|Канада|51.733|51.733|-128.117|-128.117
YHD|YHD|||Municipal|Municipal|Драйден|Драйден|Dryden|Dryden|Канада|Канада|49.831389|49.831389|-92.743610|-92.743610
YHE|YHE|||Hope|Hope|||Hope|Hope|Канада|Канада|49.367|49.367|-121.483|-121.483
YHF|YHF|||Hearst|Hearst|||Hearst|Hearst|Канада|Канада|49.714167|49.714167|-83.686111|-83.686111
YHG|YHG|||Charlottetown|Charlottetown|||Charlottetown|Charlottetown|Канада|Канада|52.765833|52.765833|-56.112499|-56.112499
YHH|YHH|||Harbor SPB|Harbor SPB|Кэмпбелл Ривер|Кэмпбелл Ривер|Campbell River|Campbell River|Канада|Канада|50.016666666667|50.016666666667|-1.25|-1.25
YHI|YHI|||Holman|Holman|||Holman|Holman|Канада|Канада|70.762778|70.762778|-117.806111|-117.806111
YHK|YHK|||Gjoa Haven|Gjoa Haven|||Gjoa Haven|Gjoa Haven|Канада|Канада|68.635556|68.635556|-95.849722|-95.849722
YHM|YHM|Гамильтон|Гамильтон|Hamilton|Hamilton|Гамильтон|Гамильтон|Hamilton|Hamilton|Канада|Канада|43.173611|43.173611|-79.935000|-79.935000
YHN|YHN|||Hornepayne|Hornepayne|||Hornepayne|Hornepayne|Канада|Канада|49.193056|49.193056|-84.758888|-84.758888
YHO|YHO|||Hopedale|Hopedale|||Hopedale|Hopedale|Канада|Канада|55.450|55.450|-60.233|-60.233
YHP|YHP|||Poplar Hill|Poplar Hill|||Poplar Hill|Poplar Hill|Канада|Канада|52.113|52.113|-94.255|-94.255
YHR|YHR|||Chevery|Chevery|||Chevery|Chevery|Канада|Канада|50.468889|50.468889|-59.636667|-59.636667
YHS|YHS|||Sechelt|Sechelt|||Sechelt|Sechelt|Канада|Канада|49.483|49.483|-123.767|-123.767
YHT|YHT|||Haines Junction|Haines Junction|||Haines Junction|Haines Junction|Канада|Канада|60.789167|60.789167|-137.545556|-137.545556
YHU|YHU|||St Hubert|St Hubert|Монреаль|Монреаль|Montreal|Montreal|Канада|Канада|45.517500|45.517500|-73.416944|-73.416944
YHY|YHY|||Hay River|Hay River|||Hay River|Hay River|Канада|Канада|60.839722|60.839722|-115.782778|-115.782778
YHZ|YHZ|||Halifax International|Halifax International|Галифакс|Галифакс|Halifax|Halifax|Канада|Канада|44.880833|44.880833|-63.508610|-63.508610
YIB|YIB|||Atikokan|Atikokan|||Atikokan|Atikokan|Канада|Канада|48.774167|48.774167|-91.638888|-91.638888
YIF|YIF|||Pakuashipi|Pakuashipi|||Pakuashipi|Pakuashipi|Канада|Канада|51.211666|51.211666|-58.658333|-58.658333
YIG|YIG|||Big Bay Marina|Big Bay Marina|||Big Bay Marina|Big Bay Marina|Канада|Канада|50.400|50.400|-125.133|-125.133
YIH|YIH|Фучэн|Фучэн|Yichang|Yichang|Фучэн|Фучэн|Yichang|Yichang|Китай|Китай|30.671|30.671|111.441|111.441
YIK|YIK|||Ivujivik|Ivujivik|||Ivujivik|Ivujivik|Канада|Канада|62.417333|62.417333|-77.925278|-77.925278
YIN|YIN|Фунин|Фунин|Yining|Yining|Иньин|Иньин|Yining|Yining|Китай|Китай|43.955833|43.955833|81.330278|81.330278
YIO|YIO|||Pond Inlet|Pond Inlet|||Pond Inlet|Pond Inlet|Канада|Канада|72.683334|72.683334|-77.966667|-77.966667
YIP|YIP|||Willow Run|Willow Run|||Detroit, MI|Detroit, MI|США|США|42.240274|42.240274|-83.531460|-83.531460
YIV|YIV|||Island Lk/Garden Hill|Island Lk/Garden Hill|||Island Lk/Garden Hill|Island Lk/Garden Hill|Канада|Канада|53.857|53.857|-94.654|-94.654
YIW|YIW|Иву|Иву|Yiwu|Yiwu|Иву|Иву|Yiwu|Yiwu|Китай|Китай|29.344722|29.344722|120.032222|120.032222
YJF|YJF|||Fort Liard|Fort Liard|||Fort Liard|Fort Liard|Канада|Канада|60.235556|60.235556|-123.469722|-123.469722
YJN|YJN|||St Jean|St Jean|||St Jean|St Jean|Канада|Канада|45.294445|45.294445|-73.281111|-73.281111
YJO|YJO|||Johnny Mountain|Johnny Mountain|||Johnny Mountain|Johnny Mountain|Канада|Канада|56.667|56.667|-131.117|-131.117
YJP|YJP|||Jasper-hinton|Jasper-hinton|||Jasper-hinton|Jasper-hinton|Канада|Канада|53.319166666667|53.319166666667|-117.75305555556|-117.75305555556
YJT|YJT|||Stephenville|Stephenville|||Stephenville|Stephenville|Канада|Канада|48.544167|48.544167|-58.549999|-58.549999
YKA|YKA|Камлупс|Камлупс|Kamloops|Kamloops|Камлупс|Камлупс|Kamloops|Kamloops|Канада|Канада|50.702222|50.702222|-120.444444|-120.444444
YKC|YKC|||Collins Bay|Collins Bay|||Collins Bay|Collins Bay|Канада|Канада|58.235833|58.235833|-103.677221|-103.677221
YKD|YKD|||Township Airport|Township Airport|||Kincardine|Kincardine|Канада|Канада|44.201389|44.201389|-81.606667|-81.606667
YKE|YKE|||Knee Lake|Knee Lake|||Knee Lake|Knee Lake|Канада|Канада|54.915000|54.915000|-94.798333|-94.798333
YKF|YKF|||Kitchener-Waterloo Regional|Kitchener-Waterloo Regional|||Kitchener/Waterloo|Kitchener/Waterloo|Канада|Канада|43.460833|43.460833|-80.378611|-80.378611
YKG|YKG|||Kangirsuk|Kangirsuk|||Kangirsuk|Kangirsuk|Канада|Канада|60.027222|60.027222|-69.999167|-69.999167
YKI|YKI|||Kennosao Lake|Kennosao Lake|||Kennosao Lake|Kennosao Lake|Эстония|Эстония|58.977222222222|58.977222222222|23.863333333333|23.863333333333
YKJ|YKJ|||Key Lake|Key Lake|||Key Lake|Key Lake|Канада|Канада|57.250|57.250|-105.617|-105.617
YKK|YKK|||Kitkatla|Kitkatla|||Kitkatla|Kitkatla|Канада|Канада|53.800|53.800|-130.433|-130.433
YKL|YKL|||Schefferville|Schefferville|||Schefferville|Schefferville|Канада|Канада|54.805278|54.805278|-66.805278|-66.805278
YKM|YKM|||Yakima Air Terminal|Yakima Air Terminal|Якима|Якима|Yakima|Yakima|США|США|46.568167|46.568167|-120.544056|-120.544056
YKN|YKN|||Chan Gurney|Chan Gurney|||Yankton|Yankton|США|США|42.916694|42.916694|-97.385944|-97.385944
YKQ|YKQ|||Waskaganish|Waskaganish|||Waskaganish|Waskaganish|Канада|Канада|51.473611|51.473611|-78.758056|-78.758056
YKS|YKS|Якутск|Якутск|Yakutsk|Yakutsk|Якутск|Якутск|Yakutsk|Yakutsk|Россия|Россия|62.093250|62.093250|129.770671|129.770671
YKT|YKT|||Klemtu|Klemtu|||Klemtu|Klemtu|Канада|Канада|52.600|52.600|-128.517|-128.517
YKU|YKU|||Chisasibi|Chisasibi|||Chisasibi|Chisasibi|Канада|Канада|53.805833|53.805833|-78.916943|-78.916943
YKX|YKX|||Kirkland Lake|Kirkland Lake|||Kirkland Lake|Kirkland Lake|Канада|Канада|48.210278|48.210278|-79.981389|-79.981389
YKY|YKY|||Kindersley|Kindersley|||Kindersley|Kindersley|Канада|Канада|51.517500|51.517500|-109.180833|-109.180833
YKZ|YKZ|||Buttonville Municipal|Buttonville Municipal|Торонто|Торонто|Toronto|Toronto|Канада|Канада|43.862221|43.862221|-79.370000|-79.370000
YLA|YLA|||Langara|Langara|||Langara|Langara|Канада|Канада|54.250|54.250|-133.050|-133.050
YLB|YLB|||Lac Biche|Lac Biche|||Lac Biche|Lac Biche|Канада|Канада|54.770279|54.770279|-112.031667|-112.031667
YLC|YLC|||Kimmirut|Kimmirut|||Kimmirut/Lake Harbour|Kimmirut/Lake Harbour|Канада|Канада|62.847778|62.847778|-69.877500|-69.877500
YLD|YLD|||Chapleau|Chapleau|||Chapleau|Chapleau|Канада|Канада|47.820278|47.820278|-83.346943|-83.346943
YLE|YLE|||Wha Ti|Wha Ti|||Wha Ti/Lac La Martre|Wha Ti/Lac La Martre|Канада|Канада|63.150|63.150|-117.267|-117.267
YLF|YLF|||LaForges|LaForges|||LaForges|LaForges|Канада|Канада|54.183|54.183|-72.483|-72.483
YLG|YLG|||Yalgoo|Yalgoo|||Yalgoo|Yalgoo|Австралия|Австралия|-28.354722|-28.354722|116.678889|116.678889
